id,sel_interval,period,step,vol_btc,vol_usd,bal_btc,bal_usd,old_ord,max_usage,margin,per,current_price,start_sum,total_sum,bal_margin,duration
2019_07*w*step1oldord1margin0.01per30,2019_07*w*,1440,1,0.00342,12.50,0.06850,250.00,1,70,0.010,30,3625.60,498.35,503.78,1.08,0:01:13.828158
2019_08*w*step5oldord5margin0.05per30,2019_08*w*,1440,5,0.00345,12.50,0.06893,250.00,5,70,0.050,30,3730.68,507.16,523.70,3.16,0:01:11.650625
2019_09*w*step1oldord5margin0.01per30,2019_09*w*,1440,1,0.00335,12.50,0.06697,250.00,5,70,0.010,30,3789.52,503.78,513.41,1.88,0:01:18.281731
2019_10*w*step1oldord1margin0.005per30,2019_10*w*,1440,1,0.00330,12.50,0.06599,250.00,1,70,0.005,30,3897.92,507.22,511.49,0.83,0:01:10.358003
2019_11*w*step1oldord1margin0.015per30,2019_11*w*,1440,1,0.00321,12.50,0.06412,250.00,1,70,0.015,30,3965.50,504.27,513.45,1.79,0:01:20.009338
2019_12*w*step1oldord5margin0.005per30,2019_12*w*,1440,1,0.00315,12.50,0.06305,250.00,5,70,0.005,30,3969.99,500.31,504.49,0.83,0:01:11.165183
2019_13*w*step1oldord1margin0.025per30,2019_13*w*,1440,1,0.00315,12.50,0.06297,250.00,1,70,0.025,30,4096.08,507.93,514.48,1.27,0:01:15.909139
2019_14*w*step7oldord5margin0.05per30,2019_14*w*,1440,7,0.00305,12.50,0.06108,250.00,5,70,0.050,30,5190.85,567.06,558.53,-1.53,0:00:46.916728
2019_15*w*step1oldord5margin0.02per30,2019_15*w*,1440,1,0.00241,12.50,0.04819,250.00,5,70,0.020,30,5162.72,498.79,515.92,3.32,0:01:14.266751
2019_16*w*step1oldord1margin0.015per30,2019_16*w*,1440,1,0.00242,12.50,0.04843,250.00,1,70,0.015,30,5295.65,506.47,515.03,1.66,0:01:18.397989
2019_17*w*step1oldord5margin0.05per30,2019_17*w*,1440,1,0.00236,12.50,0.04719,250.00,5,70,0.050,30,5160.98,493.55,507.89,2.82,0:01:11.665171
2019_18*w*step3oldord1margin0.005per30,2019_18*w*,1440,3,0.00243,12.50,0.04852,250.00,1,70,0.005,30,5709.32,527.02,528.37,0.26,0:00:51.767869
2019_19*w*step7oldord1margin0.05per30,2019_19*w*,1440,7,0.00219,12.50,0.04374,250.00,1,70,0.050,30,6974.35,555.06,548.49,-1.20,0:00:39.242467
2019_20*w*step1oldord5margin0.01per30,2019_20*w*,1440,1,0.00179,12.50,0.03589,250.00,5,70,0.010,30,8200.00,544.30,576.75,5.63,0:01:03.465338
2019_21*w*step1oldord1margin0.005per30,2019_21*w*,1440,1,0.00153,12.50,0.03051,250.00,1,70,0.005,30,8733.26,516.45,540.19,4.39,0:01:15.462502
2019_22*w*step1oldord5margin0.015per30,2019_22*w*,1440,1,0.00143,12.50,0.02858,250.00,5,70,0.015,30,8734.49,499.63,525.85,4.99,0:01:13.618787
2019_23*w*step7oldord5margin0.015per30,2019_23*w*,1440,7,0.00143,12.50,0.02861,250.00,5,70,0.015,30,7632.99,468.38,470.46,0.44,0:00:42.408793
2019_24*w*step5oldord1margin0.05per30,2019_24*w*,1440,5,0.00164,12.50,0.03278,250.00,1,70,0.050,30,8974.19,544.17,555.93,2.12,0:00:56.770286
2019_25*w*step7oldord1margin0.025per30,2019_25*w*,1440,7,0.00139,12.50,0.02782,250.00,1,70,0.025,30,10831.95,551.34,546.79,-0.83,0:00:43.592802
2019_26*w*step1oldord5margin0.005per30,2019_26*w*,1440,1,0.00116,12.50,0.02310,250.00,5,70,0.005,30,10760.10,498.56,527.31,5.45,0:01:18.322718
2019_27*w*step1oldord1margin0.025per30,2019_27*w*,1440,1,0.00116,12.50,0.02323,250.00,1,70,0.025,30,11469.96,516.45,563.95,8.42,0:01:16.629702
2019_28*w*step5oldord1margin0.005per30,2019_28*w*,1440,5,0.00109,12.50,0.02178,250.00,1,70,0.005,30,10191.87,471.98,483.13,2.31,0:00:53.158596
2019_29*w*step1oldord5margin0.01per30,2019_29*w*,1440,1,0.00123,12.50,0.02454,250.00,5,70,0.010,30,10600.24,510.13,554.40,7.99,0:01:20.841588
2019_30*w*step1oldord1margin0.025per30,2019_30*w*,1440,1,0.00118,12.50,0.02354,250.00,1,70,0.025,30,9533.19,474.41,478.26,0.81,0:01:05.232915
2019_31*w*step7oldord1margin0.05per30,2019_31*w*,1440,7,0.00131,12.50,0.02619,250.00,1,70,0.050,30,10986.96,537.75,537.06,-0.13,0:00:44.709133
2019_32*w*step1oldord1margin0.025per30,2019_32*w*,1440,1,0.00114,12.50,0.02274,250.00,1,70,0.025,30,11528.73,512.16,527.74,2.95,0:01:21.321396
2019_33*w*step3oldord1margin0.05per30,2019_33*w*,1440,3,0.00108,12.50,0.02167,250.00,1,70,0.050,30,10318.99,473.61,475.84,0.47,0:00:57.297692
2019_34*w*step1oldord1margin0.01per30,2019_34*w*,1440,1,0.00121,12.50,0.02424,250.00,1,70,0.010,30,10136.75,495.71,506.86,2.20,0:00:54.435041
2019_35*w*step1oldord1margin0.05per30,2019_35*w*,1440,1,0.00123,12.50,0.02464,250.00,1,70,0.050,30,9767.53,490.67,493.28,0.53,0:01:10.718103
2019_36*w*step5oldord5margin0.025per30,2019_36*w*,1440,5,0.00128,12.50,0.02556,250.00,5,70,0.025,30,10400.18,515.83,522.61,1.30,0:01:06.042455
2019_37*w*step1oldord1margin0.015per30,2019_37*w*,1440,1,0.00120,12.50,0.02405,250.00,1,70,0.015,30,10305.74,497.85,517.01,3.71,0:01:21.384020
2019_38*w*step1oldord1margin0.05per30,2019_38*w*,1440,1,0.00121,12.50,0.02426,250.00,1,70,0.050,30,10020.58,493.10,500.81,1.54,0:01:25.137854
2019_39*w*step7oldord1margin0.05per30,2019_39*w*,1440,7,0.00125,12.50,0.02492,250.00,1,70,0.050,30,8047.60,450.55,444.49,-1.36,0:00:39.106368
2019_40*w*step1oldord1margin0.025per30,2019_40*w*,1440,1,0.00155,12.50,0.03102,250.00,1,70,0.025,30,7854.12,493.63,513.36,3.84,0:01:14.054860
2019_41*w*step3oldord5margin0.05per30,2019_41*w*,1440,3,0.00159,12.50,0.03180,250.00,5,70,0.050,30,8282.96,513.40,519.85,1.24,0:01:11.656240
2019_42*w*step1oldord5margin0.05per30,2019_42*w*,1440,1,0.00151,12.50,0.03020,250.00,5,70,0.050,30,8235.74,498.72,506.61,1.56,0:01:16.788658
2019_43*w*step3oldord1margin0.01per30,2019_43*w*,1440,3,0.00152,12.50,0.03035,250.00,1,70,0.010,30,9557.08,540.06,558.12,3.24,0:01:00.194733
2019_44*w*step1oldord1margin0.015per30,2019_44*w*,1440,1,0.00131,12.50,0.02614,250.00,1,70,0.015,30,9207.00,490.67,498.24,1.52,0:01:09.299460
2019_45*w*step1oldord1margin0.025per30,2019_45*w*,1440,1,0.00136,12.50,0.02714,250.00,1,70,0.025,30,9024.49,494.92,503.66,1.74,0:01:20.339008
2019_46*w*step1oldord5margin0.015per30,2019_46*w*,1440,1,0.00138,12.50,0.02766,250.00,5,70,0.015,30,8499.31,485.09,488.79,0.76,0:01:09.131534
2019_47*w*step7oldord1margin0.05per30,2019_47*w*,1440,7,0.00147,12.50,0.02940,250.00,1,70,0.050,30,6908.36,453.11,448.26,-1.08,0:00:43.771422
2019_48*w*step1oldord1margin0.01per30,2019_48*w*,1440,1,0.00181,12.50,0.03625,250.00,1,70,0.010,30,7412.66,518.71,535.92,3.21,0:00:58.815135
2019_49*w*step1oldord5margin0.005per30,2019_49*w*,1440,1,0.00169,12.50,0.03373,250.00,5,70,0.005,30,7524.26,503.79,517.65,2.68,0:01:21.665987
2019_50*w*step1oldord1margin0.01per30,2019_50*w*,1440,1,0.00166,12.50,0.03326,250.00,1,70,0.010,30,7115.08,486.65,492.45,1.18,0:01:17.649895
2019_51*w*step3oldord1margin0.025per30,2019_51*w*,1440,3,0.00176,12.50,0.03515,250.00,1,70,0.025,30,7509.70,513.97,528.49,2.75,0:00:46.293996
2019_52*w*step1oldord1margin0.005per30,2019_52*w*,1440,1,0.00166,12.50,0.03319,250.00,1,70,0.005,30,7385.54,495.13,519.25,4.65,0:00:58.821820
2020_01*w*step1oldord1margin0.025per30,2020_01*w*,1440,1,0.00175,12.50,0.03492,250.00,1,70,0.025,30,7356.70,506.90,514.57,1.49,0:00:50.004451
2020_02*w*step1oldord1margin0.05per30,2020_02*w*,1440,1,0.00170,12.50,0.03401,250.00,1,70,0.050,30,8180.76,528.23,541.99,2.54,0:01:21.562117
2020_03*w*step7oldord5margin0.025per30,2020_03*w*,1440,7,0.00153,12.50,0.03053,250.00,5,70,0.025,30,8696.60,515.51,521.27,1.10,0:00:55.805437
2020_04*w*step1oldord5margin0.005per30,2020_04*w*,1440,1,0.00144,12.50,0.02873,250.00,5,70,0.005,30,8590.48,496.80,509.93,2.57,0:01:12.350752
2020_05*w*step5oldord5margin0.015per30,2020_05*w*,1440,5,0.00145,12.50,0.02903,250.00,5,70,0.015,30,9329.39,520.83,522.88,0.39,0:01:03.045149
2020_06*w*step5oldord1margin0.015per30,2020_06*w*,1440,5,0.00134,12.50,0.02685,250.00,1,70,0.015,30,10173.97,523.17,523.37,0.04,0:00:41.398017
2020_07*w*step1oldord5margin0.005per30,2020_07*w*,1440,1,0.00123,12.50,0.02457,250.00,5,70,0.005,30,9912.89,493.56,508.73,2.98,0:01:04.844900
2020_08*w*step1oldord5margin0.005per30,2020_08*w*,1440,1,0.00126,12.50,0.02524,250.00,5,70,0.005,30,9965.21,501.52,519.61,3.48,0:01:07.338030
2020_09*w*step5oldord1margin0.05per30,2020_09*w*,1440,5,0.00126,12.50,0.02511,250.00,1,70,0.050,30,8528.95,464.16,463.09,-0.23,0:00:55.583758
2020_10*w*step5oldord5margin0.005per30,2020_10*w*,1440,5,0.00147,12.50,0.02940,250.00,5,70,0.005,30,8033.70,486.19,489.53,0.68,0:00:59.836691
2020_11*w*step7oldord1margin0.02per30,2020_11*w*,1440,7,0.00155,12.50,0.03107,250.00,1,70,0.020,30,5343.64,416.03,410.11,-1.44,0:00:52.351313
2020_12*w*step1oldord1margin0.05per30,2020_12*w*,1440,1,0.00234,12.50,0.04678,250.00,1,70,0.050,30,5813.15,521.94,541.72,3.65,0:01:14.228076
2020_13*w*step1oldord5margin0.02per30,2020_13*w*,1440,1,0.00215,12.50,0.04310,250.00,5,70,0.020,30,5870.90,503.04,520.84,3.42,0:01:07.743176
2020_14*w*step3oldord5margin0.015per30,2020_14*w*,1440,3,0.00212,12.50,0.04247,250.00,5,70,0.015,30,6775.20,537.74,544.47,1.24,0:00:57.432825
2020_15*w*step1oldord5margin0.025per30,2020_15*w*,1440,1,0.00184,12.50,0.03687,250.00,5,70,0.025,30,6908.24,504.71,520.31,3.00,0:01:09.214985
2020_16*w*step1oldord5margin0.005per30,2020_16*w*,1440,1,0.00182,12.50,0.03641,250.00,5,70,0.005,30,7126.40,509.47,528.02,3.51,0:01:21.867775
2020_17*w*step1oldord1margin0.05per30,2020_17*w*,1440,1,0.00175,12.50,0.03509,250.00,1,70,0.050,30,7701.73,520.25,529.04,1.66,0:01:23.977743
2020_18*w*step7oldord1margin0.05per30,2020_18*w*,1440,7,0.00161,12.50,0.03229,250.00,1,70,0.050,30,8915.98,537.90,534.70,-0.60,0:00:53.388007
2020_19*w*step5oldord5margin0.05per30,2020_19*w*,1440,5,0.00140,12.50,0.02803,250.00,5,70,0.050,30,8731.17,494.73,505.00,2.03,0:01:03.140047
2020_20*w*step1oldord1margin0.05per30,2020_20*w*,1440,1,0.00143,12.50,0.02853,250.00,1,70,0.050,30,9665.70,525.76,546.17,3.74,0:01:02.682827
2020_21*w*step7oldord1margin0.05per30,2020_21*w*,1440,7,0.00129,12.50,0.02581,250.00,1,70,0.050,30,8718.77,475.03,473.57,-0.31,0:00:53.617321
2020_22*w*step7oldord1margin0.01per30,2020_22*w*,1440,7,0.00144,12.50,0.02878,250.00,1,70,0.010,30,9446.19,521.86,534.97,2.45,0:00:51.751190
2020_23*w*step1oldord1margin0.015per30,2020_23*w*,1440,1,0.00132,12.50,0.02649,250.00,1,70,0.015,30,9750.04,508.28,519.75,2.21,0:01:04.613108
2020_24*w*step1oldord5margin0.01per30,2020_24*w*,1440,1,0.00128,12.50,0.02562,250.00,5,70,0.010,30,9329.99,489.03,499.17,2.03,0:01:22.001982
2020_25*w*step1oldord5margin0.015per30,2020_25*w*,1440,1,0.00134,12.50,0.02682,250.00,5,70,0.015,30,9283.03,498.97,504.59,1.11,0:01:00.515819
2020_26*w*step3oldord1margin0.015per30,2020_26*w*,1440,3,0.00135,12.50,0.02692,250.00,1,70,0.015,30,9118.01,495.46,509.80,2.81,0:00:44.074584
2020_27*w*step1oldord5margin0.005per30,2020_27*w*,1440,1,0.00137,12.50,0.02742,250.00,5,70,0.005,30,9076.82,498.89,506.55,1.51,0:01:01.064329
2020_28*w*step3oldord5margin0.005per30,2020_28*w*,1440,3,0.00138,12.50,0.02752,250.00,5,70,0.005,30,9306.17,506.11,511.00,0.96,0:01:13.365984
2020_29*w*step1oldord1margin0.005per30,2020_29*w*,1440,1,0.00134,12.50,0.02685,250.00,1,70,0.005,30,9211.99,497.34,500.68,0.67,0:01:18.221381
2020_30*w*step1oldord1margin0.05per30,2020_30*w*,1440,1,0.00136,12.50,0.02713,250.00,1,70,0.050,30,9944.65,519.80,520.06,0.05,0:01:07.833636
2020_31*w*step5oldord5margin0.05per30,2020_31*w*,1440,5,0.00126,12.50,0.02514,250.00,5,70,0.050,30,11071.66,528.34,539.55,2.08,0:01:02.300443
2020_32*w*step1oldord5margin0.01per30,2020_32*w*,1440,1,0.00113,12.50,0.02259,250.00,5,70,0.010,30,11683.03,513.92,519.71,1.11,0:01:12.077384
2020_33*w*step1oldord5margin0.05per30,2020_33*w*,1440,1,0.00107,12.50,0.02139,250.00,5,70,0.050,30,11914.02,504.84,513.12,1.61,0:01:01.034453
2020_34*w*step1oldord1margin0.05per30,2020_34*w*,1440,1,0.00105,12.50,0.02097,250.00,1,70,0.050,30,11644.65,494.19,501.60,1.48,0:01:04.646233
2020_35*w*step1oldord1margin0.025per30,2020_35*w*,1440,1,0.00107,12.50,0.02145,250.00,1,70,0.025,30,11708.97,501.16,508.13,1.37,0:01:12.907624
2020_36*w*step7oldord1margin0.005per30,2020_36*w*,1440,7,0.00107,12.50,0.02134,250.00,1,70,0.005,30,10260.17,468.95,467.70,-0.27,0:00:43.638410
2020_37*w*step1oldord5margin0.005per30,2020_37*w*,1440,1,0.00122,12.50,0.02438,250.00,5,70,0.005,30,10334.78,501.96,518.88,3.26,0:01:04.831322
2020_38*w*step5oldord5margin0.01per30,2020_38*w*,1440,5,0.00121,12.50,0.02419,250.00,5,70,0.010,30,10923.50,514.24,516.67,0.47,0:00:55.850405
2020_39*w*step3oldord5margin0.01per30,2020_39*w*,1440,3,0.00114,12.50,0.02290,250.00,5,70,0.010,30,10780.66,496.88,504.04,1.42,0:01:03.982550
2020_40*w*step3oldord5margin0.02per30,2020_40*w*,1440,3,0.00116,12.50,0.02318,250.00,5,70,0.020,30,10669.63,497.32,500.83,0.70,0:01:17.550751
2020_41*w*step7oldord1margin0.005per30,2020_41*w*,1440,7,0.00117,12.50,0.02344,250.00,1,70,0.005,30,11372.93,516.58,518.02,0.28,0:00:39.278039
2020_42*w*step1oldord1margin0.01per30,2020_42*w*,1440,1,0.00110,12.50,0.02198,250.00,1,70,0.010,30,11519.97,503.21,510.08,1.35,0:01:10.025781
2020_43*w*step7oldord1margin0.05per30,2020_43*w*,1440,7,0.00108,12.50,0.02170,250.00,1,70,0.050,30,13039.09,532.95,531.70,-0.24,0:00:48.501000
2020_44*w*step1oldord1margin0.02per30,2020_44*w*,1440,1,0.00096,12.50,0.01917,250.00,1,70,0.020,30,13762.00,513.82,539.89,4.83,0:01:05.557659
2020_45*w*step1oldord1margin0.05per30,2020_45*w*,1440,1,0.00091,12.50,0.01815,250.00,1,70,0.050,30,15489.15,531.13,533.95,0.53,0:01:06.637434
2020_46*w*step1oldord5margin0.02per30,2020_46*w*,1440,1,0.00081,12.50,0.01614,250.00,5,70,0.020,30,15975.49,507.84,518.54,2.06,0:01:23.021422
2020_47*w*step7oldord5margin0.05per30,2020_47*w*,1440,7,0.00078,12.50,0.01567,250.00,5,70,0.050,30,18435.20,538.88,539.45,0.11,0:01:00.971876
2020_48*w*step1oldord5margin0.01per30,2020_48*w*,1440,1,0.00068,12.50,0.01354,250.00,5,70,0.010,30,18192.03,496.32,518.59,4.29,0:01:19.964872
2020_49*w*step1oldord1margin0.005per30,2020_49*w*,1440,1,0.00069,12.50,0.01373,250.00,1,70,0.005,30,19380.58,516.10,540.43,4.50,0:01:15.798625
2020_50*w*step1oldord1margin0.05per30,2020_50*w*,1440,1,0.00064,12.50,0.01289,250.00,1,70,0.050,30,19162.36,497.00,508.18,2.20,0:01:23.845040
2020_51*w*step7oldord1margin0.05per30,2020_51*w*,1440,7,0.00065,12.50,0.01306,250.00,1,70,0.050,30,23470.85,556.53,549.11,-1.35,0:00:52.850229
2020_52*w*step1oldord5margin0.05per30,2020_52*w*,1440,1,0.00053,12.50,0.01066,250.00,5,70,0.050,30,26259.60,529.93,535.41,1.02,0:01:23.697303
2020_53*w*step1oldord1margin0.02per30,2020_53*w*,1440,1,0.00048,12.50,0.00950,250.00,1,70,0.020,30,28992.79,525.43,534.28,1.66,0:00:41.629846
2021_01*w*step3oldord1margin0.05per30,2021_01*w*,1440,3,0.00038,12.50,0.00756,250.00,1,70,0.050,30,38173.73,538.59,544.65,1.11,0:00:59.463312
2021_02*w*step1oldord5margin0.005per30,2021_02*w*,1440,1,0.00033,12.50,0.00654,250.00,5,70,0.005,30,35819.25,484.26,530.01,8.63,0:01:22.536359
2021_03*w*step3oldord1margin0.005per30,2021_03*w*,1440,3,0.00035,12.50,0.00697,250.00,1,70,0.005,30,32288.83,475.05,487.48,2.55,0:00:58.975394
2021_04*w*step1oldord5margin0.01per30,2021_04*w*,1440,1,0.00039,12.50,0.00775,250.00,5,70,0.010,30,33141.38,506.85,553.57,8.44,0:01:01.464532
2021_05*w*step7oldord1margin0.015per30,2021_05*w*,1440,7,0.00038,12.50,0.00756,250.00,1,70,0.015,30,38858.39,543.77,540.52,-0.60,0:00:42.610299
2021_06*w*step7oldord1margin0.02per30,2021_06*w*,1440,7,0.00032,12.50,0.00643,250.00,1,70,0.020,30,48662.50,562.90,575.17,2.13,0:00:44.586477
2021_07*w*step7oldord1margin0.02per30,2021_07*w*,1440,7,0.00026,12.50,0.00514,250.00,1,70,0.020,30,57492.91,545.51,541.80,-0.68,0:00:42.554247
2021_08*w*step1oldord1margin0.005per30,2021_08*w*,1440,1,0.00022,12.50,0.00435,250.00,1,70,0.005,30,45240.96,446.80,456.35,2.09,0:01:16.062881
2021_09*w*step1oldord1margin0.05per30,2021_09*w*,1440,1,0.00028,12.50,0.00552,250.00,1,70,0.050,30,50967.30,531.34,549.24,3.26,0:01:01.211866
2021_10*w*step7oldord1margin0.015per30,2021_10*w*,1440,7,0.00024,12.50,0.00490,250.00,1,70,0.015,30,59016.39,539.18,536.81,-0.44,0:00:51.200384
2021_11*w*step1oldord1margin0.015per30,2021_11*w*,1440,1,0.00021,12.50,0.00423,250.00,1,70,0.015,30,57381.79,492.72,513.34,4.02,0:01:17.374010
2021_12*w*step1oldord1margin0.015per30,2021_12*w*,1440,1,0.00022,12.50,0.00435,250.00,1,70,0.015,30,55790.92,492.69,511.03,3.59,0:01:07.387838
2021_13*w*step1oldord1margin0.025per30,2021_13*w*,1440,1,0.00022,12.50,0.00448,250.00,1,70,0.025,30,58212.18,510.79,522.61,2.26,0:00:59.071270
2021_14*w*step5oldord1margin0.02per30,2021_14*w*,1440,5,0.00021,12.50,0.00429,250.00,1,70,0.020,30,59979.26,507.31,522.23,2.86,0:00:56.088202
2021_15*w*step1oldord1margin0.05per30,2021_15*w*,1440,1,0.00021,12.50,0.00416,250.00,1,70,0.050,30,56280.60,484.13,494.02,2.00,0:01:02.678281
2021_16*w*step1oldord1margin0.01per30,2021_16*w*,1440,1,0.00022,12.50,0.00444,250.00,1,70,0.010,30,49128.43,468.13,469.41,0.27,0:01:05.885820
2021_17*w*step1oldord1margin0.015per30,2021_17*w*,1440,1,0.00025,12.50,0.00508,250.00,1,70,0.015,30,56622.66,537.64,555.46,3.21,0:01:02.110102
2021_18*w*step1oldord1margin0.005per30,2021_18*w*,1440,1,0.00022,12.50,0.00442,250.00,1,70,0.005,30,58305.24,507.71,530.76,4.34,0:01:04.196808
2021_19*w*step7oldord1margin0.01per30,2021_19*w*,1440,7,0.00021,12.50,0.00428,250.00,1,70,0.010,30,46444.75,448.78,443.30,-1.24,0:00:42.634755
2021_20*w*step7oldord1margin0.025per30,2021_20*w*,1440,7,0.00027,12.50,0.00538,250.00,1,70,0.025,30,34706.79,436.72,433.42,-0.76,0:00:41.021012
2021_21*w*step1oldord5margin0.015per30,2021_21*w*,1440,1,0.00036,12.50,0.00718,250.00,5,70,0.015,30,35677.72,506.17,536.91,5.73,0:01:00.620857
2021_22*w*step1oldord5margin0.025per30,2021_22*w*,1440,1,0.00035,12.50,0.00702,250.00,5,70,0.025,30,35808.85,501.38,517.07,3.03,0:01:23.718392
2021_23*w*step3oldord1margin0.01per30,2021_23*w*,1440,3,0.00035,12.50,0.00698,250.00,1,70,0.010,30,39013.76,522.32,543.39,3.88,0:00:47.448811
2021_24*w*step3oldord1margin0.05per30,2021_24*w*,1440,3,0.00032,12.50,0.00639,250.00,1,70,0.050,30,35589.77,477.42,480.52,0.65,0:00:58.025172
2021_25*w*step1oldord1margin0.05per30,2021_25*w*,1440,1,0.00035,12.50,0.00703,250.00,1,70,0.050,30,34699.50,493.94,532.57,7.25,0:01:20.317430
2021_26*w*step1oldord5margin0.005per30,2021_26*w*,1440,1,0.00036,12.50,0.00721,250.00,5,70,0.005,30,35289.21,504.44,530.26,4.87,0:01:16.836015
2021_27*w*step1oldord1margin0.05per30,2021_27*w*,1440,1,0.00036,12.50,0.00713,250.00,1,70,0.050,30,34258.53,494.26,509.91,3.07,0:01:20.050901
2021_28*w*step5oldord5margin0.05per30,2021_28*w*,1440,5,0.00036,12.50,0.00730,250.00,5,70,0.050,30,31776.65,481.97,483.09,0.23,0:01:03.975141
2021_29*w*step5oldord1margin0.05per30,2021_29*w*,1440,5,0.00039,12.50,0.00787,250.00,1,70,0.050,30,35428.28,528.82,524.34,-0.85,0:00:50.378239
2021_30*w*step1oldord1margin0.01per30,2021_30*w*,1440,1,0.00035,12.50,0.00706,250.00,1,70,0.010,30,39839.00,531.26,540.08,1.63,0:00:59.038981
2021_31*w*step7oldord1margin0.005per30,2021_31*w*,1440,7,0.00031,12.50,0.00628,250.00,1,70,0.005,30,43858.42,525.43,533.08,1.44,0:00:36.849994
2021_32*w*step1oldord1margin0.025per30,2021_32*w*,1440,1,0.00028,12.50,0.00570,250.00,1,70,0.025,30,47028.30,518.06,534.43,3.06,0:01:18.131592
2021_33*w*step3oldord1margin0.005per30,2021_33*w*,1440,3,0.00027,12.50,0.00531,250.00,1,70,0.005,30,49301.86,511.79,524.18,2.36,0:00:45.153035
2021_34*w*step3oldord5margin0.005per30,2021_34*w*,1440,3,0.00025,12.50,0.00507,250.00,5,70,0.005,30,48808.72,497.46,505.16,1.52,0:01:07.019812
2021_35*w*step1oldord1margin0.025per30,2021_35*w*,1440,1,0.00026,12.50,0.00512,250.00,1,70,0.025,30,51809.28,515.26,520.59,1.02,0:00:58.501212
2021_36*w*step3oldord1margin0.015per30,2021_36*w*,1440,3,0.00024,12.50,0.00483,250.00,1,70,0.015,30,46035.00,472.35,480.57,1.71,0:01:02.271706
2021_37*w*step1oldord1margin0.025per30,2021_37*w*,1440,1,0.00027,12.50,0.00543,250.00,1,70,0.025,30,47245.25,506.54,524.07,3.34,0:01:00.950175
2021_38*w*step3oldord5margin0.005per30,2021_38*w*,1440,3,0.00026,12.50,0.00529,250.00,5,70,0.005,30,43204.73,478.55,492.13,2.76,0:01:12.311258
2021_39*w*step3oldord1margin0.015per30,2021_39*w*,1440,3,0.00029,12.50,0.00579,250.00,1,70,0.015,30,48235.93,529.29,547.65,3.35,0:00:55.959593
2021_40*w*step5oldord5margin0.015per30,2021_40*w*,1440,5,0.00026,12.50,0.00519,250.00,5,70,0.015,30,54714.95,533.97,534.97,0.19,0:00:56.195922
2021_41*w*step1oldord1margin0.025per30,2021_41*w*,1440,1,0.00023,12.50,0.00457,250.00,1,70,0.025,30,61538.97,531.23,541.45,1.89,0:01:20.688282
2021_42*w*step1oldord1margin0.015per30,2021_42*w*,1440,1,0.00020,12.50,0.00406,250.00,1,70,0.015,30,60910.16,497.30,510.21,2.53,0:01:00.465968
2021_43*w*step1oldord1margin0.005per30,2021_43*w*,1440,1,0.00021,12.50,0.00411,250.00,1,70,0.005,30,61359.44,502.19,524.40,4.24,0:01:10.988585
2021_44*w*step1oldord1margin0.005per30,2021_44*w*,1440,1,0.00020,12.50,0.00407,250.00,1,70,0.005,30,63300.00,507.63,518.58,2.11,0:01:14.229898
2021_45*w*step1oldord5margin0.005per30,2021_45*w*,1440,1,0.00020,12.50,0.00395,250.00,5,70,0.005,30,65509.87,508.76,529.03,3.83,0:01:00.217723
2021_46*w*step7oldord5margin0.05per30,2021_46*w*,1440,7,0.00019,12.50,0.00381,250.00,5,70,0.050,30,58678.47,473.56,476.27,0.57,0:00:47.408234
2021_47*w*step1oldord5margin0.005per30,2021_47*w*,1440,1,0.00021,12.50,0.00426,250.00,5,70,0.005,30,57338.55,494.26,516.81,4.36,0:01:20.277838
2021_48*w*step5oldord1margin0.025per30,2021_48*w*,1440,5,0.00022,12.50,0.00436,250.00,1,70,0.025,30,49463.22,465.66,470.88,1.11,0:00:48.906659
2021_49*w*step1oldord5margin0.005per30,2021_49*w*,1440,1,0.00025,12.50,0.00505,250.00,5,70,0.005,30,50124.38,503.13,533.36,5.67,0:01:20.046073
2021_50*w*step1oldord1margin0.005per30,2021_50*w*,1440,1,0.00025,12.50,0.00499,250.00,1,70,0.005,30,46704.67,483.06,505.60,4.46,0:01:06.755217
2021_51*w*step7oldord1margin0.05per30,2021_51*w*,1440,7,0.00027,12.50,0.00536,250.00,1,70,0.050,30,50791.21,522.24,521.69,-0.11,0:00:39.766692
2021_52*w*step1oldord1margin0.005per30,2021_52*w*,1440,1,0.00025,12.50,0.00491,250.00,1,70,0.005,30,46241.12,477.04,487.88,2.22,0:00:46.956233
2022_01*w*step5oldord1margin0.025per30,2022_01*w*,1440,5,0.00026,12.50,0.00529,250.00,1,70,0.025,30,41875.81,471.52,470.25,-0.27,0:00:56.385309
2022_02*w*step1oldord1margin0.025per30,2022_02*w*,1440,1,0.00030,12.50,0.00598,250.00,1,70,0.025,30,43107.70,507.78,523.41,2.99,0:01:21.771841
2022_03*w*step5oldord5margin0.01per30,2022_03*w*,1440,5,0.00029,12.50,0.00580,250.00,5,70,0.010,30,36293.62,460.50,464.94,0.95,0:00:50.504588
2022_04*w*step1oldord1margin0.01per30,2022_04*w*,1440,1,0.00034,12.50,0.00690,250.00,1,70,0.010,30,37941.82,511.80,536.53,4.61,0:01:16.825654
2022_05*w*step3oldord5margin0.005per30,2022_05*w*,1440,3,0.00033,12.50,0.00659,250.00,5,70,0.005,30,42420.24,529.55,534.42,0.91,0:00:53.395949
2022_06*w*step1oldord1margin0.015per30,2022_06*w*,1440,1,0.00029,12.50,0.00588,250.00,1,70,0.015,30,42077.74,497.42,518.73,4.11,0:01:15.601217
2022_07*w*step1oldord5margin0.05per30,2022_07*w*,1440,1,0.00030,12.50,0.00594,250.00,5,70,0.050,30,38373.90,477.94,481.34,0.71,0:01:23.594590
