id,sel_interval,period,step,vol_btc,vol_usd,bal_btc,bal_usd,old_ord,max_usage,margin,per,current_price,start_sum,total_sum,bal_margin,duration
2022_08*w*step1oldord1margin0.005per30,2022_08*w*,1440,1,0.00033,12.50,0.00651,250.00,1,70,0.005,30,37712.68,495.51,523.13,5.28,0:00:56.007705
2022_09*w*step3oldord1margin0.005per30,2022_09*w*,1440,3,0.00033,12.50,0.00663,250.00,1,70,0.005,30,38438.89,504.85,514.08,1.80,0:00:42.940491
2022_10*w*step3oldord5margin0.05per30,2022_10*w*,1440,3,0.00033,12.50,0.00651,250.00,5,70,0.050,30,37790.54,496.02,505.18,1.81,0:01:07.037449
2022_11*w*step5oldord5margin0.01per30,2022_11*w*,1440,5,0.00033,12.50,0.00662,250.00,5,70,0.010,30,41242.14,523.02,524.06,0.20,0:01:00.493593
2022_12*w*step7oldord1margin0.05per30,2022_12*w*,1440,7,0.00030,12.50,0.00605,250.00,1,70,0.050,30,46864.39,533.53,531.20,-0.44,0:00:54.001346
2022_13*w*step1oldord1margin0.015per30,2022_13*w*,1440,1,0.00027,12.50,0.00534,250.00,1,70,0.015,30,46401.57,497.78,520.46,4.36,0:01:19.740150
2022_14*w*step5oldord1margin0.01per30,2022_14*w*,1440,5,0.00027,12.50,0.00539,250.00,1,70,0.010,30,42133.85,477.10,478.51,0.29,0:00:52.731959
2022_15*w*step1oldord1margin0.025per30,2022_15*w*,1440,1,0.00030,12.50,0.00594,250.00,1,70,0.025,30,39691.27,485.77,490.96,1.06,0:01:03.936126
2022_16*w*step3oldord1margin0.02per30,2022_16*w*,1440,3,0.00032,12.50,0.00630,250.00,1,70,0.020,30,39467.40,498.64,518.77,3.88,0:00:55.400815
2022_17*w*step1oldord1margin0.005per30,2022_17*w*,1440,1,0.00032,12.50,0.00634,250.00,1,70,0.005,30,38488.34,494.02,513.10,3.72,0:01:01.135548
2022_18*w*step7oldord1margin0.05per30,2022_18*w*,1440,7,0.00032,12.50,0.00649,250.00,1,70,0.050,30,34025.50,470.83,469.37,-0.31,0:00:45.232784
2022_19*w*step3oldord5margin0.05per30,2022_19*w*,1440,3,0.00037,12.50,0.00734,250.00,5,70,0.050,30,31295.03,479.71,497.64,3.60,0:01:12.125281
2022_20*w*step1oldord1margin0.005per30,2022_20*w*,1440,1,0.00040,12.50,0.00799,250.00,1,70,0.005,30,30264.66,491.81,503.64,2.35,0:01:08.068654
2022_21*w*step1oldord1margin0.025per30,2022_21*w*,1440,1,0.00041,12.50,0.00826,250.00,1,70,0.025,30,29448.94,493.25,502.34,1.81,0:01:16.740926
2022_22*w*step1oldord5margin0.05per30,2022_22*w*,1440,1,0.00042,12.50,0.00849,250.00,5,70,0.050,30,29888.98,503.76,514.90,2.16,0:01:24.597370
2022_23*w*step1oldord1margin0.05per30,2022_23*w*,1440,1,0.00042,12.50,0.00836,250.00,1,70,0.050,30,26585.10,472.25,483.57,2.34,0:01:22.850303
2022_24*w*step5oldord5margin0.05per30,2022_24*w*,1440,5,0.00047,12.50,0.00940,250.00,5,70,0.050,30,20552.82,443.20,451.57,1.85,0:00:57.053048
2022_25*w*step1oldord1margin0.01per30,2022_25*w*,1440,1,0.00061,12.50,0.01217,250.00,1,70,0.010,30,21028.69,505.92,524.25,3.50,0:01:15.784906
2022_26*w*step3oldord5margin0.015per30,2022_26*w*,1440,3,0.00059,12.50,0.01189,250.00,5,70,0.015,30,19294.46,479.41,487.47,1.65,0:01:06.029812
2022_27*w*step5oldord5margin0.05per30,2022_27*w*,1440,5,0.00065,12.50,0.01296,250.00,5,70,0.050,30,20856.08,520.29,523.84,0.68,0:00:50.343836
2022_28*w*step1oldord5margin0.01per30,2022_28*w*,1440,1,0.00060,12.50,0.01200,250.00,5,70,0.010,30,20801.85,499.62,514.50,2.89,0:01:21.268357
2022_29*w*step1oldord5margin0.025per30,2022_29*w*,1440,1,0.00060,12.50,0.01203,250.00,5,70,0.025,30,22595.81,521.83,537.71,2.95,0:01:24.457494
2022_30*w*step3oldord5margin0.01per30,2022_30*w*,1440,3,0.00055,12.50,0.01107,250.00,5,70,0.010,30,21082.70,483.39,484.01,0.13,0:00:09.424580
2022_52*w*step1oldord1margin0.015per30,2022_52*w*,1440,1,0.00027,12.50,0.00541,250.00,1,70,0.015,30,47350.22,506.16,510.50,0.85,0:00:18.421420
2015_01*q*step5oldord25margin0.05per30,2015_01*q*,1440,5,0.03894,12.50,0.77882,250.00,25,70,0.050,30,244.24,440.22,464.18,5.16,0:14:53.128729
2015_02*q*step7oldord1margin0.01per30,2015_02*q*,1440,7,0.05118,12.50,1.02358,250.00,1,70,0.010,30,262.50,518.69,562.23,7.74,0:11:58.814139
2015_03*q*step3oldord1margin0.05per30,2015_03*q*,1440,3,0.04756,12.50,0.95129,250.00,1,70,0.050,30,236.20,474.69,508.91,6.72,0:13:37.643070
2015_04*q*step7oldord1margin0.05per30,2015_04*q*,1440,7,0.05296,12.50,1.05919,250.00,1,70,0.050,30,430.89,706.39,625.57,-12.92,0:15:40.935547
2016_01*q*step7oldord25margin0.05per30,2016_01*q*,1440,7,0.02901,12.50,0.58019,250.00,25,70,0.050,30,414.66,490.58,526.86,6.89,0:14:31.035659
2016_02*q*step7oldord1margin0.05per30,2016_02*q*,1440,7,0.03015,12.50,0.60305,250.00,1,70,0.050,30,667.95,652.81,609.53,-7.10,0:11:45.697006
2016_03*q*step3oldord1margin0.025per30,2016_03*q*,1440,3,0.01878,12.50,0.37556,250.00,1,70,0.025,30,608.23,478.43,492.35,2.83,0:12:51.788717
2016_04*q*step5oldord1margin0.05per30,2016_04*q*,1440,5,0.02055,12.50,0.41103,250.00,1,70,0.050,30,966.30,647.18,651.13,0.61,0:12:37.679776
2017_01*q*step1oldord12margin0.05per30,2017_01*q*,1440,1,0.01294,12.50,0.25871,250.00,12,70,0.050,30,1070.31,526.90,591.47,10.92,0:13:04.460203
2017_02*q*step1oldord1margin0.05per30,2017_02*q*,1440,1,0.01167,12.50,0.23346,250.00,1,70,0.050,30,2465.49,825.59,733.31,-12.58,0:15:02.800308
2017_03*q*step7oldord1margin0.05per30,2017_03*q*,1440,7,0.00508,12.50,0.10152,250.00,1,70,0.050,30,4326.09,689.18,723.13,4.69,0:12:00.790290
2017_04*q*step1oldord1margin0.05per30,2017_04*q*,1440,1,0.00289,12.50,0.05779,250.00,1,70,0.050,30,13880.00,1052.13,814.71,-29.14,0:14:31.504396
2018_01*q*step5oldord1margin0.005per30,2018_01*q*,1440,5,0.00090,12.50,0.01803,250.00,1,70,0.005,30,6928.62,374.92,348.50,-7.58,0:09:41.388337
2018_02*q*step7oldord1margin0.05per30,2018_02*q*,1440,7,0.00180,12.50,0.03605,250.00,1,70,0.050,30,6385.71,480.20,527.96,9.05,0:11:57.977876
2018_03*q*step3oldord25margin0.005per30,2018_03*q*,1440,3,0.00196,12.50,0.03912,250.00,25,70,0.005,30,6597.81,508.11,588.29,13.63,0:15:15.971775
2018_04*q*step1oldord1margin0.05per30,2018_04*q*,1440,1,0.00189,12.50,0.03789,250.00,1,70,0.050,30,3693.30,389.94,352.36,-10.67,0:15:13.784343
2019_01*q*step3oldord1margin0.02per30,2019_01*q*,1440,3,0.00338,12.50,0.06770,250.00,1,70,0.020,30,4096.08,527.30,581.28,9.29,0:10:52.308027
2019_02*q*step3oldord5margin0.05per30,2019_02*q*,1440,3,0.00305,12.50,0.06108,250.00,5,70,0.050,30,10760.10,907.23,699.66,-29.67,0:14:49.285099
2019_03*q*step1oldord12margin0.05per30,2019_03*q*,1440,1,0.00116,12.50,0.02323,250.00,12,70,0.050,30,8298.45,442.77,501.95,11.79,0:15:30.049465
2019_04*q*step1oldord25margin0.05per30,2019_04*q*,1440,1,0.00150,12.50,0.03005,250.00,25,70,0.050,30,7168.36,465.41,525.51,11.44,0:15:40.080408
2020_01*q*step7oldord1margin0.05per30,2020_01*q*,1440,7,0.00175,12.50,0.03492,250.00,1,70,0.050,30,6421.14,474.23,523.95,9.49,0:11:44.322046
2020_02*q*step5oldord12margin0.015per30,2020_02*q*,1440,5,0.00194,12.50,0.03886,250.00,12,70,0.015,30,9132.96,604.91,632.52,4.37,0:14:13.520575
2020_03*q*step5oldord12margin0.005per30,2020_03*q*,1440,5,0.00137,12.50,0.02737,250.00,12,70,0.005,30,10778.22,545.00,555.05,1.81,0:14:12.114369
2020_04*q*step1oldord1margin0.05per30,2020_04*q*,1440,1,0.00116,12.50,0.02318,250.00,1,70,0.050,30,28992.79,922.05,721.42,-27.81,0:15:11.065675
2021_01*q*step1oldord25margin0.025per30,2021_01*q*,1440,1,0.00043,12.50,0.00861,250.00,25,70,0.025,30,58782.58,756.12,1159.97,34.82,0:15:52.165508
2021_02*q*step1oldord12margin0.005per30,2021_02*q*,1440,1,0.00021,12.50,0.00425,250.00,12,70,0.005,30,35037.23,398.91,448.91,11.14,0:15:21.259182
2021_03*q*step3oldord1margin0.005per30,2021_03*q*,1440,3,0.00036,12.50,0.00714,250.00,1,70,0.005,30,43834.43,562.98,609.74,7.67,0:12:11.633706
2021_04*q*step1oldord1margin0.01per30,2021_04*q*,1440,1,0.00028,12.50,0.00570,250.00,1,70,0.010,30,46214.37,513.42,602.03,14.72,0:18:15.781538
2022_01*q*step7oldord25margin0.015per30,2022_01*q*,1440,7,0.00027,12.50,0.00541,250.00,25,70,0.015,30,45517.27,496.25,556.98,10.90,0:12:06.883849
2022_02*q*step1oldord5margin0.05per30,2022_02*q*,1440,1,0.00027,12.50,0.00549,250.00,5,70,0.050,30,19924.89,359.39,312.48,-15.01,0:15:12.206267
2022_03*q*step3oldord1margin0.02per30,2022_03*q*,1440,3,0.00063,12.50,0.01255,250.00,1,70,0.020,30,21082.70,514.59,549.53,6.36,0:02:01.996241
2015_01*hy*step7oldord5margin0.05per30,2015_01*hy*,1440,7,0.03894,12.50,0.77882,250.00,5,70,0.050,30,262.50,454.44,491.25,7.49,0:49:46.700874
2015_02*hy*step7oldord1margin0.05per30,2015_02*hy*,1440,7,0.04756,12.50,0.95129,250.00,1,70,0.050,30,430.89,659.90,619.10,-6.59,0:40:22.473736
2016_01*hy*step7oldord1margin0.025per30,2016_01*hy*,1440,7,0.02901,12.50,0.58019,250.00,1,70,0.025,30,667.95,637.54,763.17,16.46,0:32:01.675160
2016_02*hy*step5oldord1margin0.05per30,2016_02*hy*,1440,5,0.01878,12.50,0.37556,250.00,1,70,0.050,30,966.30,612.90,699.43,12.37,0:33:19.219649
2017_01*hy*step5oldord1margin0.05per30,2017_01*hy*,1440,5,0.01294,12.50,0.25871,250.00,1,70,0.050,30,2465.49,887.85,878.76,-1.03,0:32:32.439838
2017_02*hy*step1oldord1margin0.05per30,2017_02*hy*,1440,1,0.00508,12.50,0.10152,250.00,1,70,0.050,30,13880.00,1659.10,932.16,-77.98,0:37:52.851842
2018_01*hy*step5oldord1margin0.005per30,2018_01*hy*,1440,5,0.00090,12.50,0.01803,250.00,1,70,0.005,30,6385.71,365.13,326.77,-11.74,0:31:27.785581
2018_02*hy*step7oldord1margin0.025per30,2018_02*hy*,1440,7,0.00196,12.50,0.03912,250.00,1,70,0.025,30,3693.30,394.48,402.83,2.07,0:42:51.405771
2019_01*hy*step1oldord1margin0.05per30,2019_01*hy*,1440,1,0.00338,12.50,0.06770,250.00,1,70,0.050,30,10760.10,978.46,725.46,-34.87,0:45:23.305649
2019_02*hy*step1oldord25margin0.05per30,2019_02*hy*,1440,1,0.00116,12.50,0.02323,250.00,25,70,0.050,30,7168.36,416.52,494.01,15.69,0:45:27.567387
2020_01*hy*step5oldord1margin0.01per30,2020_01*hy*,1440,5,0.00175,12.50,0.03492,250.00,1,70,0.010,30,9132.96,568.92,651.10,12.62,0:32:23.767812
2020_02*hy*step1oldord1margin0.05per30,2020_02*hy*,1440,1,0.00137,12.50,0.02737,250.00,1,70,0.050,30,28992.79,1043.53,803.88,-29.81,0:53:11.685241
2021_01*hy*step1oldord12margin0.01per30,2021_01*hy*,1440,1,0.00043,12.50,0.00861,250.00,12,70,0.010,30,35037.23,551.67,1015.59,45.68,0:53:11.292244
2021_02*hy*step1oldord1margin0.01per30,2021_02*hy*,1440,1,0.00036,12.50,0.00714,250.00,1,70,0.010,30,46214.37,579.97,660.98,12.26,0:37:06.743888
2022_01*hy*step1oldord1margin0.005per30,2022_01*hy*,1440,1,0.00027,12.50,0.00541,250.00,1,70,0.005,30,19924.89,357.79,314.45,-13.78,0:35:54.386738
2022_02*hy*step3oldord1margin0.02per30,2022_02*hy*,1440,3,0.00063,12.50,0.01255,250.00,1,70,0.020,30,21082.70,514.59,549.53,6.36,0:02:50.497599
2015_01*m*step7oldord5margin0.05per30,2015_01*m*,1440,7,0.03894,12.50,0.77882,250.00,5,70,0.050,30,216.90,418.93,412.57,-1.54,0:05:40.922209
2015_02*m*step1oldord12margin0.02per30,2015_02*m*,1440,1,0.05733,12.50,1.14658,250.00,12,70,0.020,30,253.47,540.62,571.57,5.41,0:04:27.710724
2015_03*m*step3oldord1margin0.05per30,2015_03*m*,1440,3,0.04932,12.50,0.98639,250.00,1,70,0.050,30,244.24,490.92,517.29,5.10,0:04:30.424190
2015_04*m*step1oldord12margin0.05per30,2015_04*m*,1440,1,0.05118,12.50,1.02358,250.00,12,70,0.050,30,236.20,491.77,521.76,5.75,0:05:38.275708
2015_05*m*step1oldord5margin0.005per30,2015_05*m*,1440,1,0.05284,12.50,1.05686,250.00,5,70,0.005,30,228.91,491.93,528.91,6.99,0:04:59.603249
2015_06*m*step7oldord1margin0.005per30,2015_06*m*,1440,7,0.05461,12.50,1.09213,250.00,1,70,0.005,30,262.50,536.68,545.36,1.59,0:04:16.708899
2015_07*m*step1oldord5margin0.025per30,2015_07*m*,1440,1,0.04756,12.50,0.95129,250.00,5,70,0.025,30,284.33,520.48,535.14,2.74,0:06:55.513858
2015_08*m*step5oldord1margin0.05per30,2015_08*m*,1440,5,0.04396,12.50,0.87926,250.00,1,70,0.050,30,229.86,452.11,450.92,-0.26,0:05:00.049970
2015_09*m*step1oldord12margin0.005per30,2015_09*m*,1440,1,0.05429,12.50,1.08578,250.00,12,70,0.005,30,236.20,506.46,526.83,3.87,0:04:48.359789
2015_10*m*step3oldord1margin0.05per30,2015_10*m*,1440,3,0.05296,12.50,1.05919,250.00,1,70,0.050,30,310.18,578.54,577.57,-0.17,0:05:30.391666
2015_11*m*step5oldord12margin0.05per30,2015_11*m*,1440,5,0.04025,12.50,0.80505,250.00,12,70,0.050,30,376.71,553.27,580.33,4.66,0:05:10.908257
2015_12*m*step5oldord1margin0.05per30,2015_12*m*,1440,5,0.03317,12.50,0.66344,250.00,1,70,0.050,30,430.89,535.87,545.51,1.77,0:03:35.773709
2016_01*m*step3oldord5margin0.05per30,2016_01*m*,1440,3,0.02901,12.50,0.58019,250.00,5,70,0.050,30,368.49,463.79,473.76,2.10,0:04:48.968605
2016_02*m*step1oldord1margin0.02per30,2016_02*m*,1440,1,0.03389,12.50,0.67783,250.00,1,70,0.020,30,435.23,545.01,550.86,1.06,0:04:58.682292
2016_03*m*step5oldord1margin0.02per30,2016_03*m*,1440,5,0.02862,12.50,0.57241,250.00,1,70,0.020,30,414.66,487.36,503.11,3.13,0:03:43.297757
2016_04*m*step1oldord5margin0.05per30,2016_04*m*,1440,1,0.03015,12.50,0.60305,250.00,5,70,0.050,30,448.37,520.39,531.80,2.15,0:06:16.346879
2016_05*m*step5oldord1margin0.01per30,2016_05*m*,1440,5,0.02788,12.50,0.55758,250.00,1,70,0.010,30,531.84,546.54,570.46,4.19,0:04:37.357832
2016_06*m*step7oldord1margin0.05per30,2016_06*m*,1440,7,0.02350,12.50,0.47007,250.00,1,70,0.050,30,667.95,563.98,565.72,0.31,0:04:22.189040
2016_07*m*step1oldord1margin0.025per30,2016_07*m*,1440,1,0.01878,12.50,0.37556,250.00,1,70,0.025,30,623.83,484.29,503.01,3.72,0:05:48.519066
2016_08*m*step3oldord5margin0.01per30,2016_08*m*,1440,3,0.02004,12.50,0.40075,250.00,5,70,0.010,30,570.75,478.73,491.95,2.69,0:06:03.599866
2016_09*m*step3oldord1margin0.01per30,2016_09*m*,1440,3,0.02190,12.50,0.43807,250.00,1,70,0.010,30,608.23,516.45,523.04,1.26,0:05:11.413725
2016_10*m*step5oldord1margin0.015per30,2016_10*m*,1440,5,0.02055,12.50,0.41103,250.00,1,70,0.015,30,697.01,536.49,541.68,0.96,0:03:52.550846
2016_11*m*step1oldord12margin0.01per30,2016_11*m*,1440,1,0.01793,12.50,0.35866,250.00,12,70,0.010,30,742.06,516.15,545.38,5.36,0:06:34.885290
2016_12*m*step1oldord1margin0.015per30,2016_12*m*,1440,1,0.01684,12.50,0.33690,250.00,1,70,0.015,30,966.30,575.55,568.94,-1.16,0:05:05.508375
2017_01*m*step3oldord1margin0.025per30,2017_01*m*,1440,3,0.01294,12.50,0.25871,250.00,1,70,0.025,30,963.99,499.39,535.72,6.78,0:05:22.356678
2017_02*m*step1oldord1margin0.05per30,2017_02*m*,1440,1,0.01297,12.50,0.25934,250.00,1,70,0.050,30,1191.21,558.93,583.69,4.24,0:06:05.769984
2017_03*m*step1oldord12margin0.005per30,2017_03*m*,1440,1,0.01050,12.50,0.21005,250.00,12,70,0.005,30,1070.31,474.82,542.06,12.40,0:06:44.593587
2017_04*m*step1oldord1margin0.02per30,2017_04*m*,1440,1,0.01167,12.50,0.23346,250.00,1,70,0.020,30,1350.21,565.22,572.11,1.20,0:05:36.958772
2017_05*m*step1oldord1margin0.05per30,2017_05*m*,1440,1,0.00925,12.50,0.18493,250.00,1,70,0.050,30,2298.01,674.97,647.48,-4.25,0:04:54.121027
2017_06*m*step1oldord12margin0.05per30,2017_06*m*,1440,1,0.00543,12.50,0.10864,250.00,12,70,0.050,30,2465.49,517.85,563.39,8.08,0:05:54.319522
2017_07*m*step5oldord1margin0.05per30,2017_07*m*,1440,5,0.00508,12.50,0.10152,250.00,1,70,0.050,30,2855.81,539.92,580.47,6.99,0:04:36.928461
2017_08*m*step1oldord1margin0.05per30,2017_08*m*,1440,1,0.00438,12.50,0.08761,250.00,1,70,0.050,30,4734.26,664.77,633.09,-5.00,0:06:08.946381
2017_09*m*step7oldord1margin0.025per30,2017_09*m*,1440,7,0.00264,12.50,0.05285,250.00,1,70,0.025,30,4326.09,478.63,511.78,6.48,0:04:05.513712
2017_10*m*step7oldord1margin0.005per30,2017_10*m*,1440,7,0.00289,12.50,0.05779,250.00,1,70,0.005,30,6434.21,621.83,593.81,-4.72,0:04:06.053672
2017_11*m*step5oldord12margin0.05per30,2017_11*m*,1440,5,0.00194,12.50,0.03890,250.00,12,70,0.050,30,9947.67,636.96,624.67,-1.97,0:04:20.888196
2017_12*m*step7oldord1margin0.01per30,2017_12*m*,1440,7,0.00126,12.50,0.02515,250.00,1,70,0.010,30,13880.00,599.08,625.42,4.21,0:04:09.769826
2018_01*m*step5oldord1margin0.01per30,2018_01*m*,1440,5,0.00090,12.50,0.01803,250.00,1,70,0.010,30,10149.00,432.99,453.73,4.57,0:04:05.952596
2018_02*m*step3oldord1margin0.025per30,2018_02*m*,1440,3,0.00123,12.50,0.02465,250.00,1,70,0.025,30,10314.90,504.26,585.38,13.86,0:03:50.374839
2018_03*m*step7oldord1margin0.005per30,2018_03*m*,1440,7,0.00121,12.50,0.02426,250.00,1,70,0.005,30,6928.62,418.09,420.93,0.67,0:04:08.817716
2018_04*m*step7oldord1margin0.05per30,2018_04*m*,1440,7,0.00180,12.50,0.03605,250.00,1,70,0.050,30,9242.17,583.18,587.77,0.78,0:02:04.683561
2018_05*m*step1oldord1margin0.05per30,2018_05*m*,1440,1,0.00135,12.50,0.02705,250.00,1,70,0.050,30,7492.28,452.67,456.65,0.87,0:06:06.383736
2018_06*m*step3oldord1margin0.005per30,2018_06*m*,1440,3,0.00167,12.50,0.03339,250.00,1,70,0.005,30,6385.71,463.22,478.04,3.10,0:02:14.651997
2018_07*m*step7oldord1margin0.005per30,2018_07*m*,1440,7,0.00196,12.50,0.03912,250.00,1,70,0.005,30,7725.43,552.22,559.43,1.29,0:02:02.824245
2018_08*m*step1oldord1margin0.005per30,2018_08*m*,1440,1,0.00162,12.50,0.03234,250.00,1,70,0.005,30,7017.35,476.94,504.64,5.49,0:04:24.548538
2018_09*m*step3oldord1margin0.005per30,2018_09*m*,1440,3,0.00178,12.50,0.03564,250.00,1,70,0.005,30,6597.81,485.15,514.96,5.79,0:02:16.651934
2018_10*m*step3oldord12margin0.01per30,2018_10*m*,1440,3,0.00189,12.50,0.03789,250.00,12,70,0.010,30,6303.27,488.83,504.00,3.01,0:06:21.949327
2018_11*m*step7oldord1margin0.02per30,2018_11*m*,1440,7,0.00198,12.50,0.03965,250.00,1,70,0.020,30,3971.06,407.45,372.07,-9.51,0:02:02.261761
2018_12*m*step3oldord1margin0.05per30,2018_12*m*,1440,3,0.00315,12.50,0.06291,250.00,1,70,0.050,30,3693.30,482.35,514.55,6.26,0:04:40.086949
2019_01*m*step3oldord5margin0.005per30,2019_01*m*,1440,3,0.00338,12.50,0.06770,250.00,5,70,0.005,30,3413.11,481.07,506.02,4.93,0:02:57.075196
2019_02*m*step5oldord1margin0.01per30,2019_02*m*,1440,5,0.00366,12.50,0.07322,250.00,1,70,0.010,30,3791.36,527.60,529.82,0.42,0:03:01.185299
2019_03*m*step1oldord1margin0.015per30,2019_03*m*,1440,1,0.00330,12.50,0.06593,250.00,1,70,0.015,30,4096.08,520.05,546.33,4.81,0:05:39.916223
2019_04*m*step5oldord5margin0.05per30,2019_04*m*,1440,5,0.00305,12.50,0.06108,250.00,5,70,0.050,30,5269.00,571.83,583.37,1.98,0:05:51.686783
2019_05*m*step1oldord1margin0.025per30,2019_05*m*,1440,1,0.00237,12.50,0.04746,250.00,1,70,0.025,30,8547.20,655.65,597.49,-9.73,0:06:06.877987
2019_06*m*step7oldord1margin0.025per30,2019_06*m*,1440,7,0.00146,12.50,0.02925,250.00,1,70,0.025,30,10760.10,564.73,583.76,3.26,0:02:21.404220
2019_07*m*step3oldord1margin0.005per30,2019_07*m*,1440,3,0.00116,12.50,0.02323,250.00,1,70,0.005,30,10085.34,484.28,551.20,12.14,0:02:24.453327
2019_08*m*step5oldord1margin0.01per30,2019_08*m*,1440,5,0.00124,12.50,0.02475,250.00,1,70,0.010,30,9594.15,487.46,508.30,4.10,0:02:09.279901
2019_09*m*step5oldord1margin0.02per30,2019_09*m*,1440,5,0.00130,12.50,0.02606,250.00,1,70,0.020,30,8298.45,466.26,485.29,3.92,0:02:09.625025
2019_10*m*step3oldord1margin0.025per30,2019_10*m*,1440,3,0.00150,12.50,0.03005,250.00,1,70,0.025,30,9150.07,524.96,567.03,7.42,0:04:48.501782
2019_11*m*step7oldord1margin0.015per30,2019_11*m*,1440,7,0.00136,12.50,0.02730,250.00,1,70,0.015,30,7550.67,456.13,459.79,0.80,0:04:04.807141
2019_12*m*step1oldord12margin0.05per30,2019_12*m*,1440,1,0.00165,12.50,0.03308,250.00,12,70,0.050,30,7168.36,487.13,526.25,7.43,0:05:44.570987
2020_01*m*step3oldord1margin0.025per30,2020_01*m*,1440,3,0.00175,12.50,0.03492,250.00,1,70,0.025,30,9327.85,575.73,559.18,-2.96,0:03:57.300080
2020_02*m*step3oldord1margin0.05per30,2020_02*m*,1440,3,0.00134,12.50,0.02676,250.00,1,70,0.050,30,8527.74,478.20,499.03,4.17,0:04:54.088961
2020_03*m*step5oldord1margin0.005per30,2020_03*m*,1440,5,0.00146,12.50,0.02928,250.00,1,70,0.005,30,6421.14,438.01,472.48,7.30,0:04:24.959249
2020_04*m*step5oldord1margin0.01per30,2020_04*m*,1440,5,0.00194,12.50,0.03886,250.00,1,70,0.010,30,8627.32,585.26,576.19,-1.57,0:03:47.272077
2020_05*m*step1oldord12margin0.01per30,2020_05*m*,1440,1,0.00145,12.50,0.02896,250.00,12,70,0.010,30,9446.19,523.56,617.58,15.22,0:03:16.462345
2020_06*m*step1oldord1margin0.015per30,2020_06*m*,1440,1,0.00132,12.50,0.02649,250.00,1,70,0.015,30,9132.96,491.93,528.99,7.01,0:03:00.290999
2020_07*m*step7oldord1margin0.05per30,2020_07*m*,1440,7,0.00137,12.50,0.02737,250.00,1,70,0.050,30,11356.74,560.83,553.48,-1.33,0:03:26.053454
2020_08*m*step1oldord5margin0.005per30,2020_08*m*,1440,1,0.00110,12.50,0.02199,250.00,5,70,0.005,30,11655.00,506.29,548.04,7.62,0:03:15.040516
2020_09*m*step5oldord12margin0.005per30,2020_09*m*,1440,5,0.00107,12.50,0.02143,250.00,12,70,0.005,30,10778.22,480.98,498.19,3.45,0:02:47.135177
2020_10*m*step7oldord1margin0.05per30,2020_10*m*,1440,7,0.00116,12.50,0.02318,250.00,1,70,0.050,30,13816.08,570.26,565.38,-0.86,0:02:13.136284
2020_11*m*step1oldord1margin0.05per30,2020_11*m*,1440,1,0.00091,12.50,0.01817,250.00,1,70,0.050,30,19700.19,607.95,586.38,-3.68,0:03:07.462639
2020_12*m*step7oldord1margin0.025per30,2020_12*m*,1440,7,0.00063,12.50,0.01268,250.00,1,70,0.025,30,28992.79,617.63,618.42,0.13,0:02:10.370750
2021_01*m*step1oldord12margin0.01per30,2021_01*m*,1440,1,0.00043,12.50,0.00861,250.00,12,70,0.010,30,46241.12,648.14,982.37,34.02,0:05:53.273441
2021_02*m*step7oldord1margin0.015per30,2021_02*m*,1440,7,0.00038,12.50,0.00756,250.00,1,70,0.015,30,45240.96,592.02,572.12,-3.48,0:03:42.932723
2021_03*m*step3oldord5margin0.015per30,2021_03*m*,1440,3,0.00028,12.50,0.00552,250.00,5,70,0.015,30,58782.58,574.48,598.59,4.03,0:06:07.423960
2021_04*m*step5oldord1margin0.015per30,2021_04*m*,1440,5,0.00021,12.50,0.00425,250.00,1,70,0.015,30,57775.27,495.54,547.88,9.55,0:02:08.073950
2021_05*m*step1oldord1margin0.025per30,2021_05*m*,1440,1,0.00022,12.50,0.00433,250.00,1,70,0.025,30,37341.41,411.69,390.11,-5.53,0:03:04.931472
2021_06*m*step1oldord12margin0.01per30,2021_06*m*,1440,1,0.00034,12.50,0.00672,250.00,12,70,0.010,30,35037.23,485.45,548.32,11.47,0:03:10.478167
2021_07*m*step5oldord1margin0.015per30,2021_07*m*,1440,5,0.00036,12.50,0.00714,250.00,1,70,0.015,30,41490.13,546.24,564.83,3.29,0:02:13.964382
2021_08*m*step3oldord5margin0.015per30,2021_08*m*,1440,3,0.00030,12.50,0.00602,250.00,5,70,0.015,30,47156.09,533.88,568.25,6.05,0:05:58.430912
2021_09*m*step3oldord1margin0.015per30,2021_09*m*,1440,3,0.00027,12.50,0.00531,250.00,1,70,0.015,30,43834.43,482.76,533.51,9.51,0:02:16.417429
2021_10*m*step1oldord1margin0.015per30,2021_10*m*,1440,1,0.00028,12.50,0.00570,250.00,1,70,0.015,30,61359.44,599.75,607.76,1.32,0:06:08.496135
2021_11*m*step5oldord5margin0.005per30,2021_11*m*,1440,5,0.00020,12.50,0.00407,250.00,5,70,0.005,30,56974.12,481.88,513.04,6.07,0:02:31.088630
2021_12*m*step1oldord1margin0.005per30,2021_12*m*,1440,1,0.00022,12.50,0.00439,250.00,1,70,0.005,30,46214.37,452.88,474.33,4.52,0:02:58.996384
2022_01*m*step1oldord1margin0.01per30,2022_01*m*,1440,1,0.00027,12.50,0.00541,250.00,1,70,0.010,30,38491.92,458.24,503.66,9.02,0:03:09.156501
2022_02*m*step7oldord5margin0.05per30,2022_02*m*,1440,7,0.00032,12.50,0.00650,250.00,5,70,0.050,30,43178.98,530.66,579.78,8.47,0:04:50.955666
